participant_id,frame_id,cognitive_load_label,environment_info,happy,sad,angry,fear,disgust,surprise,neutral
P01,0,low,bright_light_classroom,2.5441764e-07,0.0037527168,0.022335665,0.005155999,1.6771414e-12,1.4546753e-06,0.968754
P01,1,low,bright_light_classroom,0.002887277,0.2836865,0.016128812,0.12052673,0.00035965777,6.5032094e-05,0.576346
P01,2,low,bright_light_classroom,0.0072111804,0.08366951,0.001970223,0.03631404,1.1941167e-05,5.622817e-05,0.8707669
P01,3,low,bright_light_classroom,0.014183575,0.19108045,0.010112614,0.047593616,0.00023693647,0.00032980685,0.73646307
P01,4,low,bright_light_classroom,0.005978888,0.17714706,0.00781039,0.011090591,2.5237567e-05,8.745925e-06,0.7979391
P01,5,low,bright_light_classroom,0.0004272088,0.0076750587,0.0004872424,0.00038373572,3.985806e-09,1.7157327e-05,0.9910096
P01,6,low,bright_light_classroom,0.004002301,0.0112331165,0.0006262611,0.0009802273,1.4205648e-08,9.555047e-05,0.9830625
P01,7,low,bright_light_classroom,0.0013357545,0.0071903886,0.00044466584,0.0001063294,4.3924246e-09,3.3662945e-06,0.9909194
P01,8,low,bright_light_classroom,0.014451167,0.7385148,0.011570612,0.036144804,0.00044264822,0.0001981641,0.19867781
P01,9,low,bright_light_classroom,0.00090147444,0.0018736798,6.9103044e-05,5.2696414e-05,1.233497e-10,3.234231e-06,0.99709976
P01,10,low,bright_light_classroom,0.002512213,0.0013918596,1.1356069e-05,1.7028302e-05,7.980194e-11,1.2864424e-06,0.9960663
P01,11,low,bright_light_classroom,0.0025598304,0.0019445657,5.976571e-05,9.146949e-05,3.507263e-10,1.2102233e-05,0.99533236
P01,12,low,bright_light_classroom,0.0045270454,0.004555091,9.873229e-05,7.0809874e-05,6.132613e-10,5.1446473e-06,0.99074316
P01,13,low,bright_light_classroom,0.0009048382,0.007669638,0.00071329327,0.00021506593,6.968338e-09,5.7464686e-06,0.9904915
P01,14,low,bright_light_classroom,0.0014732713,0.0021430734,8.288174e-05,0.00018301606,4.4945253e-10,1.6156786e-05,0.9961016
P01,15,low,bright_light_classroom,0.020859694,0.08574649,0.0030441708,0.003731895,2.7589256e-06,1.9475658e-06,0.886613
P01,16,low,bright_light_classroom,0.9839809,0.00024907288,2.3212335e-08,4.4564237e-07,2.7757502e-10,8.133133e-07,0.015768763
P01,17,low,bright_light_classroom,0.0120758535,0.0024520545,0.0005654201,0.17352974,4.9296446e-08,0.00026230834,0.81111455
P01,18,low,bright_light_classroom,0.08124249,0.0031728195,0.00083136593,0.89161295,2.464254e-07,3.652492e-05,0.023103597
P01,19,low,bright_light_classroom,4.8483376e-05,0.0032501952,0.00014509373,0.0014060736,1.0495954e-12,0.00057286135,0.9945772
P01,20,low,bright_light_classroom,8.458024e-06,0.005926082,0.00034385597,0.0008855658,3.3163088e-12,7.0829316e-05,0.99276525
P01,21,low,bright_light_classroom,2.4474975e-05,0.009479084,0.00078844244,0.0006744755,3.382916e-11,1.8696215e-05,0.9890148
P01,22,low,bright_light_classroom,0.0027743564,0.068028465,0.0013069261,0.0023393065,1.4264724e-07,8.841446e-06,0.925542
P01,23,low,bright_light_classroom,0.00017424146,0.03403173,0.0022696897,0.0037338657,3.6494716e-09,7.993379e-05,0.95971054
P01,24,low,bright_light_classroom,3.8859936e-05,0.0030240235,0.00031840467,0.00024415724,6.995481e-11,2.2986631e-05,0.99635154
P01,25,low,bright_light_classroom,0.0028073145,0.51838857,0.025740497,0.059913907,0.00013558258,0.0003855137,0.39262858
P01,26,low,bright_light_classroom,0.0007862359,0.5996677,0.040780567,0.015784131,5.5486642e-05,3.6985737e-05,0.3428888
P01,27,low,bright_light_classroom,0.00048682786,0.008594383,0.0012395668,0.0025521843,1.1736657e-08,0.000364587,0.98676246
P01,28,low,bright_light_classroom,0.00021643665,0.009198908,0.00037557987,0.0012064363,1.3219085e-09,5.5477125e-05,0.98894715
P01,29,low,bright_light_classroom,0.00014829989,0.006770512,0.00045222812,0.0008146668,2.237065e-10,2.0518946e-05,0.9917938
P01,30,low,bright_light_classroom,0.000100805955,0.008350846,0.0006776501,0.0007578671,4.552648e-10,2.0393905e-05,0.99009246
P01,31,low,bright_light_classroom,0.0020594103,0.2633577,0.0043835393,0.02257811,7.400956e-06,7.047324e-05,0.7075433
P01,32,low,bright_light_classroom,6.987532e-05,0.0016322487,0.000108262066,8.6925254e-05,9.327353e-11,7.2719877e-06,0.99809545
P01,33,low,bright_light_classroom,0.35304436,0.00046167712,8.909383e-06,3.3031418e-05,9.782855e-11,0.005170863,0.6412812
P01,34,low,bright_light_classroom,0.9053116,1.2031658e-06,1.2009185e-10,6.688446e-10,9.262821e-16,1.1245608e-05,0.09467599
P01,35,low,bright_light_classroom,0.96279407,6.118613e-07,1.5454857e-10,8.7849467e-10,5.4944433e-16,2.7936856e-05,0.037177417
P01,36,low,bright_light_classroom,0.9999516,8.2932644e-07,1.4795745e-09,2.6902562e-08,4.952823e-15,2.3829259e-08,4.756748e-05
P01,37,low,bright_light_classroom,0.99941427,3.1026302e-06,5.550665e-09,1.7081279e-08,9.6502235e-15,2.0377194e-05,0.00056219596
