participant_id,frame_id,cognitive_load_label,environment_info,happy,sad,angry,fear,disgust,surprise,neutral
P01,0,high,dim_light_classroom,0.021491972729563713,0.03151339665055275,0.8155337572097778,0.0006493994733318686,1.8641714632394724e-05,0.029778286814689636,0.10101453214883804
P01,1,high,dim_light_classroom,1.8958669897983782e-05,0.003500255523249507,0.01480561587959528,0.00011349380656611174,2.169674917240627e-05,2.6709762096288614e-05,0.981513261795044
P01,2,high,dim_light_classroom,1.8801730448103626e-06,0.00041338964365422726,0.0011590073117986321,6.307350759016117e-06,5.2580930720580454e-09,1.2389955372782424e-06,0.9984182119369507
P01,3,high,dim_light_classroom,1.78641197824099e-06,0.00017356324985907227,0.00013015612105838186,1.527465860912346e-06,4.507616077066062e-11,1.4045316147961637e-06,0.9996915459449021
P01,4,high,dim_light_classroom,6.747427610754283e-06,0.0002496900845222819,0.00022834949965706472,2.7583743198687088e-06,2.760395194206592e-10,2.602446701432296e-06,0.9995098114598022
P01,5,high,dim_light_classroom,5.3199096328171436e-06,0.00026330139371566474,0.0004082325322087854,5.612431777990423e-06,1.6487909995643868e-11,3.8542239053640515e-06,0.9993137121200562
P01,6,high,dim_light_classroom,4.8611451347824186e-05,0.0005716767045669258,0.0014925601426512003,3.147301686112769e-05,5.839206895785765e-11,1.0917479812633246e-05,0.9978448152542114
P01,7,high,dim_light_classroom,1.8347608786306308e-05,0.00047318180350925347,0.0005930039104560858,2.733246018693545e-05,2.2405365357890274e-11,8.807099745519818e-06,0.998879313402135
P01,8,high,dim_light_classroom,5.651999526889995e-05,0.02846023626625538,0.17268258333206177,0.006380087696015835,0.0008756743045523763,0.0014433416072279215,0.7901015877723694
P01,9,high,dim_light_classroom,3.3126788976912615e-06,0.00017638378954824296,0.0010591024232865824,5.798312377008369e-06,5.891484179728233e-11,2.4138436476220315e-06,0.9987530111523277
P01,10,high,dim_light_classroom,8.91451145434985e-06,0.00017348596884403378,0.0022055460140109062,1.6147914720932022e-05,1.991239811927059e-11,5.485949805006385e-05,0.997541069984436
P01,11,high,dim_light_classroom,2.1029625148182744e-05,0.0002638837188841384,0.003527058265853421,4.9771070973108096e-05,2.5511812934037068e-11,6.300455072875251e-05,0.9960752723261876
P01,12,high,dim_light_classroom,7.291259842386358e-06,0.00014885913129149413,0.001998536175029646,4.1457885087751455e-05,1.1257073202052841e-11,7.742849727433531e-05,0.9977264402941728
P01,13,high,dim_light_classroom,3.430461902098614e-06,0.00015876666293479502,0.0009317793301306665,1.163145134341903e-05,1.0040916882669837e-11,1.953504943230655e-05,0.998874843120575
P01,14,high,dim_light_classroom,6.77510365131929e-05,0.0007310869258731261,0.0007136668853225937,3.9060056733287524e-05,4.474720028107784e-10,3.648562632508584e-05,0.9984119533545943
P01,15,high,dim_light_classroom,3.106306215681692e-05,0.0005453112860209516,0.00031939951162000065,2.727026893552133e-05,5.6485472446677576e-11,2.384830946805124e-05,0.9990531205566597
P01,16,high,dim_light_classroom,2.5810481020016596e-05,0.0005929145263507962,0.0006019237916916609,3.334010762046091e-05,1.0072342959688285e-10,2.5307832402177155e-05,0.9987207055091858
P01,17,high,dim_light_classroom,5.94203774145843e-05,0.0001555670552945617,0.00021149450718485608,9.003902587282719e-06,1.5564486392074528e-11,6.178108292159327e-06,0.9995583295558887
P01,18,high,dim_light_classroom,8.233656025914463e-05,0.0006650506798766959,0.0014356000738948627,2.131565215399185e-05,1.4551003492348006e-09,2.6663719152050814e-06,0.9977930186863553
