participant_id,frame_id,cognitive_load_label,environment_info,happy,sad,angry,fear,disgust,surprise,neutral
P01,0,high,bright_light_classroom,0.0043757483,0.18627712,0.029777728,0.061078653,1.2492968e-06,0.0033402988,0.71514916
P01,1,high,bright_light_classroom,0.00057394634,0.0033874658,0.0005247911,0.00017760863,1.4677486e-08,2.1119613e-05,0.9953151
P01,2,high,bright_light_classroom,0.0010980945,0.0059170546,0.00055619323,0.0006777698,1.1142372e-08,3.559774e-05,0.99171525
P01,3,high,bright_light_classroom,0.00085270504,0.008876091,0.0011555896,0.0027173026,9.970744e-09,0.0002933075,0.986105
P01,4,high,bright_light_classroom,0.0013363977,0.0067512365,0.0003874246,0.0017533258,2.3348707e-09,0.00023962036,0.989532
P01,5,high,bright_light_classroom,0.0037309919,0.011956202,0.0004954332,0.0030746886,8.182194e-09,0.00025280737,0.9804899
P01,6,high,bright_light_classroom,0.014933515,0.3667097,0.03667307,0.21308929,0.00018351545,0.0003484036,0.36806253
P01,7,high,bright_light_classroom,0.005525471,0.39164707,0.050008055,0.29666248,0.0020162908,0.0005052403,0.25363532
P01,8,high,bright_light_classroom,0.022938065,0.73894167,0.020714598,0.070509,0.00081085594,0.0002557685,0.14583011
P01,9,high,bright_light_classroom,0.0036726529,0.6433541,0.06799489,0.18546322,0.004704078,0.0008229742,0.0939882
P01,10,high,bright_light_classroom,0.009903688,0.5165537,0.03961519,0.11953324,0.00027110166,6.732851e-05,0.31405577
P01,11,high,bright_light_classroom,0.024104858,0.42343277,0.011095387,0.19991924,4.289939e-05,4.267574e-05,0.34136218
P01,12,high,bright_light_classroom,0.007863926,0.53419214,0.07514768,0.22423054,0.017684765,0.00086389616,0.14001706
P01,13,high,bright_light_classroom,0.0054294374,0.25650337,0.04394937,0.045364123,7.345688e-05,7.177079e-05,0.64860845
P01,14,high,bright_light_classroom,0.0005862212,0.28807572,0.029331448,0.5216355,4.1376123e-05,2.418413e-05,0.16030559
P01,15,high,bright_light_classroom,0.001077388,0.4511185,0.040459774,0.29127413,0.0016304527,7.330103e-05,0.21436639
P01,16,high,bright_light_classroom,0.00848263,0.28799164,0.09034863,0.16652304,0.0014281434,0.00014413227,0.4450818
P01,17,high,bright_light_classroom,0.012522799,0.2935215,0.10693986,0.16108906,0.0017020914,0.00014368356,0.42408085
P01,18,high,bright_light_classroom,0.0102158515,0.18001783,0.06374717,0.24045826,0.0022445016,0.00021428247,0.5031021
P01,19,high,bright_light_classroom,0.03639459,0.097785234,0.04337813,0.18035287,0.0008223143,0.0003050093,0.6409619
P01,20,high,bright_light_classroom,0.023616076,0.13697742,0.04963267,0.1417254,0.0009112444,0.0007535679,0.6463836
P01,21,high,bright_light_classroom,0.00017652515,0.19648054,0.012929652,0.777964,6.828177e-07,4.162165e-06,0.012444455
P01,22,high,bright_light_classroom,0.0045868563,0.17597458,0.04951213,0.22972636,0.0010269722,0.00020401023,0.5389691
P01,23,high,bright_light_classroom,0.003551581,0.17705193,0.080542706,0.14138094,0.00055637484,0.000115884606,0.5968006
P01,24,high,bright_light_classroom,0.035837546,0.07080223,0.05165034,0.19150534,0.00036887435,0.0009501282,0.64888555
P01,25,high,bright_light_classroom,0.033360075,0.084359705,0.052540034,0.1302022,0.00030719631,0.0007828958,0.6984479
P01,26,high,bright_light_classroom,0.007954835,0.16059285,0.06745315,0.394744,0.0047794622,0.0006085509,0.36386707
P01,27,high,bright_light_classroom,0.032974623,0.18287426,0.08025387,0.117235966,0.0008571485,0.0007231138,0.58508104
P01,28,high,bright_light_classroom,0.076321624,0.06834805,0.03636967,0.04784988,0.00016404556,0.00073163444,0.7702151
P01,29,high,bright_light_classroom,0.029020207,0.08253227,0.017506232,0.083193064,0.00018441924,0.00065428676,0.78690946
P01,30,high,bright_light_classroom,0.01146564,0.12501505,0.04643384,0.10843353,0.0005742234,0.00031738554,0.70776033
P01,31,high,bright_light_classroom,0.009005404,0.12208709,0.02214601,0.07015959,0.00021485517,0.00010832969,0.77627873
P01,32,high,bright_light_classroom,0.0075861816,0.12927319,0.01250361,0.12835567,0.00021371373,0.00029961218,0.72176814
P01,33,high,bright_light_classroom,0.022348803,0.11885542,0.0041601206,0.063826196,6.79533e-05,7.888128e-05,0.7906627
P01,34,high,bright_light_classroom,0.20442599,0.132622,0.0026110073,0.016526612,0.000112610534,1.9220815e-05,0.64368266
P01,35,high,bright_light_classroom,0.16841699,0.042482115,0.00080424815,0.003393375,7.150872e-06,1.0393311e-05,0.78488576
P01,36,high,bright_light_classroom,0.25015455,0.0570777,0.0009084784,0.0054039173,1.3855873e-05,6.244858e-05,0.6863791
P01,37,high,bright_light_classroom,0.08819801,0.08080114,0.0045231525,0.019963015,4.7478556e-05,0.00021033276,0.80625695
P01,38,high,bright_light_classroom,0.1833872,0.020303156,0.0015103235,0.0046479553,5.1041343e-06,0.000102371465,0.7900439
P01,39,high,bright_light_classroom,0.045164768,0.07440205,0.0048547145,0.041713748,4.8512382e-05,0.00021457681,0.8336016
