participant_id,frame_id,cognitive_load_label,environment_info,happy,sad,angry,fear,disgust,surprise,neutral
P01,0,low,high_light_classroom,2.1166973e-09,0.00074048317,1.9449764e-07,0.99817526,1.9696812e-17,6.754164e-07,0.0010834623
P01,1,low,high_light_classroom,6.693485e-10,0.0006596007,4.3713865e-07,7.7770665e-06,7.1648576e-23,1.1366082e-13,0.99933213
P01,2,low,high_light_classroom,4.6113843e-10,0.00034328073,2.5586922e-07,4.3948876e-06,8.525561e-24,3.065353e-14,0.9996521
P01,3,low,high_light_classroom,3.4674363e-10,0.00026573916,2.2161845e-07,4.0256123e-06,5.1165333e-24,2.7278891e-14,0.99973
P01,4,low,high_light_classroom,4.573373e-10,0.00021431189,1.5330217e-07,2.9613338e-06,6.0496623e-24,4.0695664e-14,0.9997826
P01,5,low,high_light_classroom,5.1747046e-10,0.00018018103,1.3162895e-07,2.7900833e-06,3.1688032e-24,3.1523138e-14,0.99981695
P01,6,low,high_light_classroom,0.13943374,0.06549172,0.0021053765,0.70349956,2.2204471e-08,0.0010054262,0.08846417
P01,7,low,high_light_classroom,8.0175083e-10,3.9142124e-05,2.5525226e-08,6.9915666e-07,4.1811896e-26,1.8808854e-15,0.9999602
P01,8,low,high_light_classroom,0.27755558,0.056161948,0.0014066483,0.57952416,2.4845908e-08,0.00016041218,0.08519135
P01,9,low,high_light_classroom,0.043646324,0.06048299,0.0031188803,0.68298286,6.8562545e-10,0.0017669123,0.20800203
P01,10,low,high_light_classroom,7.1683024e-12,0.00010061958,7.175266e-08,5.5236495e-07,1.9740979e-25,5.2691044e-13,0.99989873
P01,11,low,high_light_classroom,0.00040715892,0.0069214515,5.0094804e-05,0.99231917,1.8818758e-09,8.195449e-05,0.00022018542
P01,12,low,high_light_classroom,0.0021505489,0.016820868,0.00020101228,0.97917944,1.13406236e-08,0.00013381535,0.0015143589
P01,13,low,high_light_classroom,0.00060789136,0.015389136,5.0398383e-05,0.9814051,3.7455802e-10,0.00010082853,0.0024466151
